V3_gene	V4_gene	Sequence_change_or_not_in_two_versions	Method	Type
GRMZM2G147454	Zm00001d021305	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147459	Zm00001d021306	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147467	Zm00001d005821	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147475	10:114708992-114710159	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G147481	Zm00001d028008	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147491	Zm00001d004624	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147500	Zm00001d050216	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147503	Zm00001d049265	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147532	Zm00001d034014	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147534	Zm00001d047940	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147544	Zm00001d012325	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147560	Zm00001d019327	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147572	Zm00001d045010	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G147579	Zm00001d018567	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147587	Zm00001d008388	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147589	Zm00001d034088	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147596	Zm00001d034087	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147603	Zm00001d028358	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147608	Zm00001d034086	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G147614	Zm00001d015415	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147619	Zm00001d003679	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147623	Zm00001d004541	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147629	Zm00001d032377	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147659	Zm00001d004539	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147667	Zm00001d003678	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147671	Zm00001d047941	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147683	Zm00001d024237	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G147685	Zm00001d003677	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147687	Zm00001d034015	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147698	Zm00001d029293	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G147701	Zm00001d051552	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147709	Zm00001d011817	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147712	Zm00001d050242	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147714	Zm00001d011368	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G147716	Zm00001d022088	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G147721	Zm00001d011673	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147724	Zm00001d030613	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147726	Zm00001d049348	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G147727	Zm00001d053351	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147752	Zm00001d044146	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147756	Zm00001d050241	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147772	Zm00001d053352	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147774	Zm00001d044147	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147775	Zm00001d047942	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147780	Zm00001d051553	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147787	Zm00001d047944	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147791	Zm00001d040617	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147800	Zm00001d015290	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147804	Zm00001d035592	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147809	Zm00001d013303	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147811	Zm00001d041183	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147814	Zm00001d013304	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147819	Zm00001d007783	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147834	Zm00001d014514	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147840	Zm00001d008819	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147849	Zm00001d033917	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147854	Zm00001d001809	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147856	Zm00001d046654	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147857	Zm00001d041215	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147862	Zm00001d013306	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147867	Zm00001d038207	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147869	Zm00001d037648	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147880	Zm00001d013307	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147882	Zm00001d008820	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147884	Zm00001d003309	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147885	Zm00001d005501	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147891	Zm00001d007782	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147894	Zm00001d015741	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147900	Zm00001d033916	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147908	Zm00001d007781	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147910	1:17165990-17167104	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G147917	Zm00001d033915	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147920	Zm00001d027903	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147937	1:106095754-106097372	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G147942	Zm00001d028391	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147955	Zm00001d006045	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147961	Zm00001d038204	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G147966	Zm00001d020609	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G147974	Zm00001d051855	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148014	Zm00001d049425	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G148014	Zm00001d049426	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G148022	Zm00001d012725	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148026	Zm00001d049424	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148052	Zm00001d015578	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148056	Zm00001d019555	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148057	Zm00001d048522	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148060	Zm00001d046243	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G148064	Zm00001d037835	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148074	Zm00001d029934	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148078	Zm00001d024102	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148087	Zm00001d043025	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148090	Zm00001d048569	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148098	Zm00001d013547	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148099	Zm00001d037834	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148106	Zm00001d045430	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148115	Zm00001d042845	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148118	Zm00001d053401	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148126	Zm00001d041904	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148130	Zm00001d013546	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148133	Zm00001d022368	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148144	Zm00001d041905	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148147	Zm00001d003452	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148167	Zm00001d037493	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148176	Zm00001d022367	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148180	Zm00001d000053	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148188	Zm00001d049143	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148194	Zm00001d006868	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148198	Zm00001d003724	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148200	Zm00001d037492	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148211	Zm00001d003308	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148213	Zm00001d022366	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148216	Zm00001d000052	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148220	Zm00001d031591	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148229	Zm00001d022364	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148237	Zm00001d037491	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148249	Zm00001d022313	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148270	Zm00001d004650	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148272	Zm00001d021628	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148277	Zm00001d016091	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148281	Zm00001d032049	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148300	Zm00001d041224	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148301	Zm00001d017239	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148316	Zm00001d024476	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148323	Zm00001d032708	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148333	Zm00001d005798	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148355	Zm00001d051259	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148370	Zm00001d034650	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148374	Zm00001d052022	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148387	Zm00001d017240	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148400	Zm00001d046134	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148404	Zm00001d023453	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148411	Zm00001d023452	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148441	Zm00001d024946	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148453	Zm00001d017241	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G148460	Zm00001d037025	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148467	Zm00001d026175	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148475	10:140331511-140332311	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G148485	Zm00001d051368	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148492	Zm00001d026352	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148495	Zm00001d026354	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148499	10:144156043-144156623	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G148506	Zm00001d026355	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148508	Zm00001d025140	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G148509	10:144171949-144172589	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G148532	Zm00001d044190	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148534	Zm00001d051699	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148536	Zm00001d030303	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148538	4:23603901-23608171	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G148539	Zm00001d013680	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G148555	Zm00001d044191	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148561	Zm00001d050195	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148586	Zm00001d012536	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148594	Zm00001d026359	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148605	Zm00001d018650	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148619	Zm00001d008889	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G148621	Zm00001d026360	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148624	Zm00001d037376	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148626	Zm00001d008890	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G148633	Zm00001d026361	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148648	Zm00001d031594	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148675	5:124264921-124266275	No_sequence_change_in_v4	CrossMap	1-to-0
GRMZM2G148693	Zm00001d007949	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148695	Zm00001d029692	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148702	Zm00001d046485	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148706	Zm00001d027983	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148709	Zm00001d037538	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148721	Zm00001d013646	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148723	Zm00001d039272	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148726	1:19327637-19329765	No_sequence_change_in_v4	CrossMap	1-to-0
GRMZM2G148744	Zm00001d031611	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148751	Zm00001d004200	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148768	Zm00001d040180	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148769	Zm00001d006185	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148772	Zm00001d015468	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148773	Zm00001d012257	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148783	Zm00001d012258	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148790	Zm00001d014455	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148796	Zm00001d043927	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G148800	Zm00001d012259	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148807	Zm00001d014456	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148810	Zm00001d037537	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148811	Zm00001d045673	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G148831	Zm00001d018749	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148835	Zm00001d045671	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G148855	Zm00001d027907	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148864	Zm00001d021340	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148867	Zm00001d031855	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148872	Zm00001d046442	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148881	Zm00001d012732	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148884	Zm00001d024691	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148892	Zm00001d021339	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148896	Zm00001d031854	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148904	Zm00001d009084	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148908	Zm00001d032849	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148909	Zm00001d024697	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148913	Zm00001d053247	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148924	Zm00001d024698	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148925	Zm00001d029628	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148930	Zm00001d047696	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148937	Zm00001d012883	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148940	Zm00001d046441	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148941	Zm00001d048666	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148954	Zm00001d014768	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G148962	Zm00001d012882	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148964	Zm00001d037730	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148969	Zm00001d047417	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148985	Zm00001d012735	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G148998	Zm00001d002262	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149022	2:179167825-179168307	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G149024	Zm00001d033385	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149028	Zm00001d033386	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149031	Zm00001d012737	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149038	Zm00001d028341	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G149040	Zm00001d022442	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149051	Zm00001d020862	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149060	Zm00001d046041	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149073	Zm00001d020863	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149091	Zm00001d007324	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149093	Zm00001d012738	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149104	Zm00001d012740	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149105	Zm00001d012742	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149108	Zm00001d049163	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149115	Zm00001d016519	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G149126	Zm00001d045129	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149130	Zm00001d045247	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149132	Zm00001d045128	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149138	Zm00001d050793	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149145	Zm00001d038242	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G149150	Zm00001d052725	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149153	Zm00001d049457	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149171	Zm00001d035196	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149175	Zm00001d011617	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149178	Zm00001d026015	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G149182	Zm00001d029696	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G149184	Zm00001d052269	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149189	Zm00001d017202	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149201	Zm00001d037711	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149204	Zm00001d025350	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149211	Zm00001d010478	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149216	Zm00001d024204	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149219	Zm00001d033471	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149224	Zm00001d029454	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G149230	Zm00001d012396	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
